company_name,industry,website,city,state,zip_code,phone,year_incorporated,company_age_years,executive_officers,board_directors,total_funding,latest_funding_amount,latest_funding_stage,latest_funding_date,Total Approvals,Total Denials,Approval_Rate,median_salary_offered,top_job_titles_sponsored,total_filed,wilson_lower,wilson_upper,point_rate,uncertainty_width,recommendation,Y,Y_hat,group
ROOFSTOCK INC,Other Technology,roofstock.com,OAKLAND,CA,94612,(510) 269-9400,2014.0,11.0,"Gary Beasley, Gregor Watson, Rich Ford","David Weiden, Matthew Harris, Paul Hsiao, Rebecca Lynn, Will Kohler",112000000.0,50000000.0,Series C,2017-09-19,14.0,0.0,100.0,107182.5,"['Senior Software Engineer ', 'Property Accountant']",14.0,0.7846829880728186,1.0,1.0,0.2153170119271814,PRIORITIZE,1,1,ESTABLISHED
RYAN SPECIALTY GROUP LLC,Insurance,,CHICAGO,IL,60601,(312) 784-2001,2009.0,16.0,"BRENDAN M. MULSHINE, DIANE M. AIGOTTI, DIANE W. AIGOTTI, JERRY L. TEGAN, MICHAEL D. RICE, PATRICK G. RYAN, RYAN G. PATRICK","ANDREW CAMERON MCKENNA, ANDREW M. MCKENNA, D. CAMERON FINDLAY, DAVID P. BOLGER, HENRY S. BIENEN, JOHN D. ROGERS, JOHN F. SANDNER, JOHN W. ROGERS, JOHN W. ROGERS, JR., MICHAEL D. O'HALLERAN, NICHOLAS D. CORTEZI, II, ROBERT M. LE BLANC, THOMAS F. SULLIVAN, TIMOTHY W. TURNER, WILLIAM J. DEVERS, JR.",794071152.0,317349653.0,Series D+,2020-09-01,14.0,0.0,100.0,92000.22,"['Data Analyst, Catastrophe Modeling']",14.0,0.7846829880728186,1.0,1.0,0.2153170119271814,PRIORITIZE,1,1,ESTABLISHED
SAFERIDE INC,Other Technology,saferide.com,SAN ANTONIO,TX,78205,(707) 874-8385,2013.0,12.0,"Andrew Auerbach, Ben Salter, Brian Gebhardt, Debra Lindquist, Robbins Schrader, Whitney Schrader","Albert Wiegman, Lisa Scott Rubino, Michael Scott Graninger, T. Scott Law",43041818.0,40291817.0,Series B,2023-09-15,6.0,0.0,100.0,206000.0,[' Sr. Director of Engineering'],6.0,0.6096569663469354,1.0,1.0,0.3903430336530644,CONSIDER,1,0,ESTABLISHED
SAPTALIS PHARMACEUTICALS LLC,Pharmaceuticals,,HAUPPAUGE,NY,11788,(631) 231-2751,2015.0,10.0,"Polireddy Dondeti, Tatiana Akimova",,9500000.0,6500000.0,Series A,2016-10-27,22.0,2.0,91.66666666666666,98581.5,"['Associate QC Chemist   ', 'Senior Director']",24.0,0.741507847985494,0.9768416721570266,0.9166666666666666,0.2353338241715326,PRIORITIZE,1,1,ESTABLISHED
SAVIYNT INC,Other Technology,saviynt.com,EL SEGUNDO,CA,90245,(310) 641-1664,2015.0,10.0,Amit Saha,,30999925.0,30999925.0,Series B,2018-04-16,326.0,2.0,99.39024390243902,102544.0,"['Director Cloud Ops', 'Consultant, Professional Services', 'Director of Field Engineering', 'Technical Lead, Professional Services', 'Lead Quality Engineering']",328.0,0.9780431804262996,0.998326268129879,0.9939024390243902,0.0202830877035793,PRIORITIZE,1,1,ESTABLISHED
SCALEFLUX INC,Other Technology,scaleflux.co,San Jose,CA,95112,(408) 628-2291,2014.0,11.0,Hao Zhong,"Lei Fu, Li-Kou Liu, Shirley Fang, Tong Zhang, Zhijian Zhang",89428746.0,53581745.0,Series B,2020-08-26,26.0,0.0,100.0,120000.0,['System Software Engineer'],26.0,0.8712669561953784,1.0,1.0,0.1287330438046215,PRIORITIZE,1,1,ESTABLISHED
SEATGEEK INC,Other,,NEW YORK,NY,10003,(440) 759-1015,2009.0,16.0,"Jon Groetzinger, Russell D'Souza","Arie Abecassis, Dan O'Keefe, David Frankel, John Locke, Steve Hafner",154000025.0,57000025.0,Series C,2017-04-05,54.0,0.0,100.0,221250.0,"['Senior Software Engineer', 'Manager, Engineering', 'Senior Manager, Engineering']",54.0,0.933584133218998,1.0,1.0,0.0664158667810018,PRIORITIZE,1,1,ESTABLISHED
SECEON INC,Other Technology,seceon.com,WESTFORD,MA,1886,(978) 602-3046,2015.0,10.0,"Chandra Pandey, Gary Southwell",Nick Moser,2300000.0,2300000.0,Pre-Seed,2015-09-25,12.0,0.0,100.0,90000.0,['Software Engineer'],12.0,0.7574992425007574,1.0,1.0,0.2425007574992426,PRIORITIZE,1,1,ESTABLISHED
SECURITYSCORECARD INC,Other Technology,securityscorecard.com,New York,NY,10016,(800) 682-1707,2013.0,12.0,"ALEKSANDR YAMPOLSKIY, Aleksandr Yampolskiy, SAM KASSOUMEH, Sam Kassoumeh","Jose de Pinho, KARIM FARIS, MICHAEL BRYZEK, Michael Bryzek, RICHARD SEEWALD, Richard Seewald, SAM KASSOUMEH, Sam Kassoumeh, THOMAS MENDOZA, Thomas Mendoza, UPAL BASU, Upal Basu",111223221.0,49999989.0,Series C,2019-06-07,4.0,0.0,100.0,230000.0,"['VP & Global Head of Go To Market Operations', 'Technical Product Manager']",4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,ESTABLISHED
SECURONIX INC,Other Technology,securonix.com,LOS ANGELES,CA,90045,(310) 641-1000,2015.0,10.0,"Addie Tuxhorn, Sachin Nayyar, Tanuj Gulati","Hemen Vimadalal, Michael McConnell, Roger Hurwitz",40999850.0,11999852.0,Series A,2019-12-12,122.0,2.0,98.38709677419357,97333.5,"['Senior UX Designer', 'Principal Cloud Architect', 'Platform Solutions Architect', 'Technical Account Manager', 'Technical Sales Support Specialist']",124.0,0.9430958652666754,0.9955657284555556,0.9838709677419356,0.0524698631888802,PRIORITIZE,1,1,ESTABLISHED
SEISMIC SOFTWARE INC,Other Technology,seismicsoftware.com,SOLANA BEACH,CA,92075,(855) 466-8748,2010.0,15.0,"J. Douglas Winter, Marc Romano, Nasser Barghouti",Peter Solvik,20000000.0,20000000.0,Series B,2014-12-30,28.0,0.0,100.0,95000.0,"['Software Engineer', 'Senior Director, Engineering']",28.0,0.8793527963418923,1.0,1.0,0.1206472036581076,PRIORITIZE,1,1,ESTABLISHED
SELF FINANCIAL INC,Other Technology,,AUSTIN,TX,78701,(970) 239-1401,2015.0,10.0,"ADAM CHIBIB, ANTHONY DICHIARA, Adam J. Chibib, Brett J. Billick, CHRISTOPHER BROWN, Christopher T. Brown, JAMES GARVEY, James Garvey","ADAM CHIBIB, ANTHONY DICHIARA, ANTHONY LEE, Anthony J. Lee, Charles J. Harris, MORGAN FLAGER, Morgan T. Flager",109999978.0,49999980.0,Series C,2021-07-02,20.0,0.0,100.0,148200.0,"['Data Analytics Manager', 'Senior Information Security Engineer  ', 'Senior Director, Analytics ', 'Senior Manager, Growth Product Analytics ']",20.0,0.8388698745050667,1.0,1.0,0.1611301254949333,PRIORITIZE,1,1,ESTABLISHED
SENIORLY INC,Other,seniorly.com,SAN FRANCISCO,CA,94104,(415) 985-4958,2014.0,11.0,"ARTHUR BRETSCHNEIDER, Arthur Bretschneider","Arnold E. Whitman, HANY BEN-HALIM, Hany Ben-Halim, Hany E. Ben Halim, Lily E. Sarafan, SUSHANTH RAMAKRISHNA, Sushanth Ramakrishna, Warren E. Spieker, Jr.",11528801.0,6866466.0,Series A,2021-10-26,6.0,0.0,100.0,160000.0,['Senior Product Manager'],6.0,0.6096569663469354,1.0,1.0,0.3903430336530644,CONSIDER,1,0,ESTABLISHED
SENTI BIOSCIENCES INC,Biotechnology,sentibiosciences.com,SOUTH SAN FRANCISCO,CA,94080,(650) 382-3281,2021.0,4.0,"Kanya Rajangam, Philip Lee, Timothy Lu, Yvonne Li","Alex Kolicich, Brenda Cooperstone, Donald Tang, Ed Mathers, Edward Mathers, Fran Schulz, James Collins",174035671.0,120594900.0,Series B,2024-12-09,4.0,0.0,100.0,128814.0,['R&D Project Manager'],4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,YOUNG
SHAPE SECURITY INC,Other Technology,shapesecurity.com,MENLO PARK,CA,94025,(650) 399-0400,2011.0,14.0,"Derek Smith, Hasan Imam, Justin Call, Shuman Ghosemajumder, Sumit Agarwal, Tamara MacDuff","Gaurav Garg, Kevin Mandia, Promod Haque, Ray Rothrock, T Schlein, Ted Schlein",66000163.0,26000000.0,Series B,2018-09-25,34.0,2.0,94.44444444444444,162586.0,"['Data Scientist III', 'Software Engineer III']",36.0,0.8185502589238878,0.9846303362329332,0.9444444444444444,0.1660800773090454,PRIORITIZE,1,1,ESTABLISHED
SHIFT TECHNOLOGIES INC,Other Technology,shift-technologies.com,SAN FRANCISCO,CA,94114,(855) 744-3873,2013.0,12.0,Irakly George Arison Areshidze,"Emily George Arison Melton, Manish George Arison Patel",23854417.0,23854417.0,Series B,2014-11-07,2.0,4.0,33.33333333333333,172500.0,['Senior Software Engineer'],6.0,0.0967693325592168,0.7000116786584712,0.3333333333333333,0.6032423460992544,DEPRIORITIZE,0,0,ESTABLISHED
SHIPBOB INC,Other,shipbob.com,CHICAGO,IL,60612,(217) 819-8539,2014.0,11.0,"Dhruv Saxena, Divey Gulati",Ira Weiss,4579796.0,4579796.0,Seed,2016-05-17,12.0,2.0,85.71428571428571,92000.0,['Project Manager- Merchant Plus'],14.0,0.600580922361363,0.9599069262620789,0.8571428571428571,0.3593260039007158,CONSIDER,1,0,ESTABLISHED
SIDELINESWAP INC,Other,sidelineswap.com,BOSTON,MA,02115-7000,(347) 559-7927,2012.0,13.0,Brendan Candon,"Donald Stalter, James Kaufman, Ludwig Ensthaler",20123910.0,3591807.0,Seed,2023-04-21,4.0,0.0,100.0,40498.0,['Business Development Specialist'],4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,ESTABLISHED
SIFIVE INC,Other Technology,sifive.com,SAN FRANCISCO,CA,94107,(415) 673-2836,2015.0,10.0,"Naveed A Sherwani, Naveed Sherwani, Shiva A Natarajan, Stefan A Dyckerhoff, Yunsup A Lee, Yunsup Lee","Kirk A Bowman, Krste Asanovic, Stefan A Dyckerhoff, Todd A Dagres",105134290.0,39999990.0,Series B,2018-11-09,44.0,0.0,100.0,148886.0,"['Principal Engineer, RTL Design', 'HR Business Partner III', 'Staff Engineer, Verification']",44.0,0.919701682217986,1.0,1.0,0.080298317782014,PRIORITIZE,1,1,ESTABLISHED
SIGHT SCIENCES INC,Biotechnology,sight-sciences.com,MENLO PARK,CA,94025,(877) 266-1144,2010.0,15.0,"Jesse Selnick, Paul Badawi, Stephen Thau","Carter Meyer, David Badawi, Erica Rogers, Mack Hicks, Staffan Encrantz, Tommy Hicks, Valeska Schroeder",124478669.0,23249972.0,Series B,2020-11-23,8.0,0.0,100.0,207500.0,"['Director, Analytical Research and Development']",8.0,0.6755843804891231,1.0,1.0,0.3244156195108769,CONSIDER,1,0,ESTABLISHED
SIGMA COMPUTING INC,Other,sigmacomputing.com,SAN FRANCISCO,CA,94105,(415) 787-0744,2014.0,11.0,"Jason Frantz, Jason Franz, Michael Palmer, Robert Woollen","Brad Gerstner, Chad Peets, John McMahon, Kevin Wang, Michael Speiser, Mike Speiser, Rene Bonvanie, Robert Woolen, Scott Dietzen",669999594.0,273999679.0,Series D+,2024-04-05,136.0,0.0,100.0,150000.0,"['Software Engineer', 'Senior Analytics Engineer', 'Engineering Manager', 'Field and Partner Marketing Manager']",136.0,0.9725289184334276,1.0,1.0,0.0274710815665724,PRIORITIZE,1,1,ESTABLISHED
SILVERRAIL TECHNOLOGIES INC,Other,,WOBURN,MA,1801,(617) 934-6786,2009.0,16.0,Aaron Gowell,"Ajay Royan, Brad Gerstner, Cheryl Rosner, James White, John Balen",40000000.0,40000000.0,Series B,2014-04-08,4.0,0.0,100.0,100349.0,['Software Developer'],4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,ESTABLISHED
SITE TECHNOLOGIES INC,Other Technology,site-technologies.com,CHICAGO,IL,60661,(847) 312-4764,2023.0,2.0,"Daniel Duffy, Gary Austin Rabine",Gary T. Rabine,9999992.0,9999992.0,Series A,2023-07-14,148.0,2.0,98.66666666666669,83096.0,"['Business Analyst', 'Product Owner', 'Oracle Consultant', 'Software Engineer', 'Full Stack Developer']",150.0,0.9526921436197238,0.9963359476117768,0.9866666666666668,0.043643803992053,PRIORITIZE,1,1,YOUNG
SMART WIRES INC,Other Energy,smart-wires.com,OAKLAND,CA,94612-1428,(510) 267-4320,2010.0,15.0,"Alexandra Pressman, Frank Kreikebaum, Gregg C Rotenberg, Gregg Rotenberg, Gregory Tibbitts, Gregory W. Tibbitts, Haroon Inam, Haroon W Inam, Haroon W. Inam, James C David, James C Davis, Mark C Freyman, Mark Freyman, Mark W Freyman, Mark W. Freyman, Randy C Sprout, Randy W Sprout","Anthony C Arnerich, Anthony W Arnerich, Anthony W. Arnerich, Christopher Bass, Christopher M. Bass, Christopher W Bass, Christopher W. Bass, Frederick C Buckman, Jane C Lindner, Jay C Schmelter, Jay Schmelter, Jay W Schmelter, Jay W. Schmelter, Mark Lewis, Nicholas W Walrod, Nicholas W. Walrod, Nicholas Walrod, Steven Specker, Thomas C Voss, Thomas M. Voss, Thomas Voss",264738985.0,85766973.0,Series C,2019-12-18,6.0,0.0,100.0,131500.0,"['Commercial Manager', 'Power System Engineer']",6.0,0.6096569663469354,1.0,1.0,0.3903430336530644,CONSIDER,1,0,ESTABLISHED
SNAPDOCS INC,Other Technology,snapdocs.com,SAN FRANCISCO,CA,94104,18669300601,2013.0,12.0,"Aaron King, Kirk Schmink, Matt Schindel, Sanam Pangali","Andrew Reed, Anu Hariharan, David Jegen, Douglas Leone, Ian Small",268028044.0,149999576.0,Series D+,2021-04-29,16.0,0.0,100.0,141378.0,"['Software Engineer', 'Staff Product Security Engineer', 'Quality Assurance  Engineer', 'Senior Software Engineer', 'Application Security Engineer']",16.0,0.8063865817272802,1.0,1.0,0.1936134182727198,PRIORITIZE,1,1,ESTABLISHED
SOCIAL FINANCE INC,Other Banking and Financial Services,social-finance.com,SAN FRANCISCO,CA,94105,(415) 697-2049,2011.0,14.0,"Anthony Noto, Chris Lapointe, Chris Thompson Lapointe, Clayton Wilkes, James Finnigan, James Robert Finnigan, Michael Cagney, Michael Scott Cagney, Michelle Gill, Michelle S Gill, Robert Lavet, Robert S Lavet, Robert Steven Lavet, Robert Thompson Lavet, Saturnino Fanlo, Saturnino Sixto Fanlo","Carlos Thompson Medeiros, Clara Liang, Clara Thompson Liang, Clayton Wilkes, David Bonanno, David Chao, David Steven Bonanno, G. Thompson Hutton, J. Sanford Miller, Joe Chen, Joe Steven Chen, Magdalena Ahmed Yesil, Magdalena Thompson Yesil, Magdalena Yesil, Michael Spence, Michel Thompson Combes, Mike Bingle, Mike Steven Bingle, Peggy Steven Alford, Pete Thompson Hartigan, Peter Hartigan, Steve Anderson, Steven Freiberg, Tom Hutton, Wije Wijegoonaratna",4275609500.0,600000000.0,Series D+,2020-12-30,182.0,0.0,100.0,169488.0,"['Staff Software Engineer', 'Senior Director, Marketing Analytics and Data Science', 'Business Intelligence Manager, Relay', 'Senior Engineer, Software ', 'Senior Compliance Projects and Program Manager']",182.0,0.9793286325558972,1.0,1.0,0.0206713674441029,PRIORITIZE,1,1,ESTABLISHED
SOCURE INC,Other,socure.com,NEW YORK,NY,10001,(781) 696-5448,2012.0,13.0,"Avi Aronovitz, John Ayers, Sunil Madhu, Thomas Thimot","Alessandro F. Piol, Alessandro Piol, Amit Jhawar, Dan Rosen, John Ayers, John F. Frankel, John Frankel, Michael Faber, Pavlo F. Protopapa, Pavlo Protopapa, Rory O'Driscoll, Sergey Gribov, Sunil Madhu",163159029.0,114999999.0,Series C,2021-03-05,82.0,0.0,100.0,174850.0,"['Sr. Data Engineer', 'Director, Data Science', 'Senior Manager, Data Science', 'Staff Software Engineer', 'Senior Software Engineer II', 'Staff Mobile SDET Engineer', 'Senior Software Engineer I', 'Computer Vision Engineer']",82.0,0.9552478052599208,1.0,1.0,0.0447521947400793,PRIORITIZE,1,1,ESTABLISHED
SOLAR MOSAIC INC,Other Banking and Financial Services,solar-mosaic.com,OAKLAND,CA,94607,(510) 746-8602,2011.0,14.0,"Anthony Bako, Anthony Steven Bako, Bruce Ledesma, Daniel Rosen, Gregory Steven Rosen, Olaf Janke, Walter Steven Richmond, William Parish","Bruce Steven Ledesma, Danny Steven Kennedy, Lisa Gansky, Lisa Steven Gansky, Robert Kelly, Thomas Dinwoodie",35516683.0,7500000.0,Seed,2015-04-23,10.0,0.0,100.0,143500.0,"['Salesforce Solution Architect', 'Customer Experience (CX) Ops Data Analyst']",10.0,0.7224598312333834,1.0,1.0,0.2775401687666166,PRIORITIZE,1,1,ESTABLISHED
SPEAR BIO INC,Biotechnology,spearbio.com,Woburn,MA,1801,(978) 406-1169,2021.0,4.0,"Feng Xuan, Jerome Clavel, John Wu, Michael Natan, Peng Yin","David Singer, Feng Xuan, Peng Yin, Vikram Bajaj, Wen Chan",59199997.0,44999997.0,Series C,2024-07-23,10.0,2.0,83.33333333333334,85000.0,['Research Associate'],12.0,0.5519636426153274,0.9530358523851776,0.8333333333333334,0.4010722097698502,CONSIDER,1,0,YOUNG
SPRINKLR INC,Other,sprinklr.com,NEW YORK,NY,10001,(917) 933-7800,2011.0,14.0,"Christopher Lynch, Murali Swaminathan, Ragy Thomas","Carey Lai, Carlos Dominguez, John McMahon, Neeraj Agrawal",39999996.0,39999996.0,Series B,2014-04-10,60.0,6.0,90.9090909090909,131000.0,"['Vice President, Engineering', 'Senior Revenue Accountant', 'Senior DevOps Engineer', 'Lead Product Manager']",66.0,0.8155105617491718,0.9576676014086024,0.9090909090909092,0.1421570396594305,PRIORITIZE,1,1,ESTABLISHED
STASH FINANCIAL INC,Other Banking and Financial Services,stashfinancial.com,NEW YORK,NY,10016,(800) 205-5164,2015.0,10.0,"Brandon Krieg, Edward Robinson, Meredith Smith, Steven Hodgeman","Andrew McCormack, Chi-Hua Chien, David Eaton, Jon McNeil, Jon McNeill, Rebecca Kaden",656983624.0,187347589.0,Series D+,2025-05-01,30.0,0.0,100.0,159408.0,"['Lead Product Manager, Trust']",30.0,0.8864829086095221,1.0,1.0,0.1135170913904779,PRIORITIZE,1,1,ESTABLISHED
STATE TECHNOLOGIES INC,Other Technology,statetechnologies.com,SAN FRANCISCO,CA,94105,(414) 412-7780,2022.0,3.0,"Erich James Rusch, Jason Robert Manners",,1000000.0,1000000.0,Pre-Seed,2024-08-19,16.0,0.0,100.0,111200.0,"['Senior Embedded Systems Engineer ', 'Fast Ion Physicist', 'Senior Electronics Engineer']",16.0,0.8063865817272802,1.0,1.0,0.1936134182727198,PRIORITIZE,1,1,YOUNG
STELLAR CYBER INC,Other Technology,stellarcyber.com,San Jose,CA,95131,(408) 203-6292,2015.0,10.0,"Aimei Wei, Changming Liu","Corey Mulloy, Feng Deng, Frank Marshall, Raymond Choi, Steve O'Hara, Ye Li",89672929.0,33743935.0,Series B,2023-08-10,44.0,0.0,100.0,141378.0,"['Senior Security Machine Learning Researcher', 'Security Engineer', 'Senior Sensor Engineer', 'UI Developer', 'Senior Software Engineer']",44.0,0.919701682217986,1.0,1.0,0.080298317782014,PRIORITIZE,1,1,ESTABLISHED
STOKE THERAPEUTICS INC,Biotechnology,stoketherapeutics.com,Bedford,MA,1730,(781) 430-8200,2014.0,11.0,"Adrian R. Krainer, Barry M. Ticho, Charles R. Allerson, Edward M. Kaye, Gene M. Liau","Arthur A. Levin, Arthur W. Tzianabos, Samuel W. Hall, Seth L. Harrison",90000000.0,90000000.0,Series C,2018-10-22,8.0,0.0,100.0,105000.0,['Bioinformatics Analyst'],8.0,0.6755843804891231,1.0,1.0,0.3244156195108769,CONSIDER,1,0,ESTABLISHED
STORK THERAPEUTICS INC,Biotechnology,stork-therapeutics.com,SAN FRANCISCO,CA,94118,(415) 699-7583,2024.0,1.0,Gregg Fine,Brendan Kennedy,2725000.0,2725000.0,Pre-Seed,2025-04-24,8.0,0.0,100.0,105000.0,['Bioinformatics Analyst'],8.0,0.6755843804891231,1.0,1.0,0.3244156195108769,CONSIDER,1,0,YOUNG
STREAMSETS INC,Other Technology,streamsets.com,SAN FRANCISCO,CA,94105,(415) 906-0799,2014.0,11.0,"Arvind Prabhakar, Girish Pancha, Lisa Babel","Dharmesh Thakker, Peter Sonsini, Sohaib Abbasi",50499996.0,15000000.0,Series A,2020-04-22,18.0,0.0,100.0,95000.0,['Technical Support Engineer'],18.0,0.8241154494176252,1.0,1.0,0.1758845505823748,PRIORITIZE,1,1,ESTABLISHED
STRIIM INC,Other Technology,striim.com,PALO ALTO,CA,94301,(415) 999-2412,2012.0,13.0,"ALI KUTAY, ALOK PAREEK, SAMI AKBAY","FRANK CAUFIELD, PETER CHUNG, REGIS MCKENNA",30363397.0,30363397.0,Series B,2015-04-10,32.0,0.0,100.0,203000.0,"['Senior Software Engineer', 'Solutions Architect', 'Development Manager', 'Principal Engineer']",32.0,0.8928172849426366,1.0,1.0,0.1071827150573634,PRIORITIZE,1,1,ESTABLISHED
SUMO LOGIC INC,Other Technology,sumologic.com,REDWOOD CITY,CA,94063,(650) 810-8700,2010.0,15.0,"Christian Beedgen, KATHERINE HAAR, RAMIN SAYAR, Ramin Sayar, SYDNEY CAREY","BJ JENKINS, CHRISTIAN BEEDGEN, CHUCK ROBEL, JOSEPH ANSANELLI, John McMahon, Joseph Ansanelli, Michael Speiser, RANDY GOTTFRIED",190555696.0,109999921.0,Series D+,2019-05-01,100.0,0.0,100.0,156000.0,"['Senior Software Engineer', 'Software Engineer II', 'Software Engineer', 'Sr. Software Engineer (Backend- Analytics Platform)', 'Software Engineer (Backend)', 'Senior Software Engineer ']",100.0,0.963005192523998,1.0,1.0,0.0369948074760018,PRIORITIZE,1,1,ESTABLISHED
SUNBIT INC,Other Technology,sunbit.com,LOS ANGELES,CA,90024,(310) 307-4850,2015.0,10.0,"Arad Levertov, Lana Shneydina, Stuart Larkins","Dovi Frances, Oren Zeev, Ornit Maizel, Stuart Larkins, Tal Riesenfeld",176913738.0,129999642.0,Series C,2021-06-02,14.0,0.0,100.0,180000.0,['General and Operations Manager'],14.0,0.7846829880728186,1.0,1.0,0.2153170119271814,PRIORITIZE,1,1,ESTABLISHED
SYNTHEGO CORP,Biotechnology,synthego.com,REDWOOD CITY,CA,94063,(888) 611-6883,2012.0,13.0,"Forrest John Baringer-Jones, Michael Jakub Dabrowski, Paul John Dabrowski","Drew John Oetting, Scott John Nolan",156970289.0,116273602.0,Series D+,2018-10-09,14.0,0.0,100.0,125000.0,['Analytical Scientist'],14.0,0.7846829880728186,1.0,1.0,0.2153170119271814,PRIORITIZE,1,1,ESTABLISHED
T-REX GROUP INC,Other Technology,trexgroup.com,NEW YORK,NY,10005,(646) 609-8888,2012.0,13.0,"Arad B. Shaiber, Benjamin B. Cohen, Benjamin B. Golden, Geoff B. Patsch, Geoffrey B. Patsch, Suraj B. Nekram, Tricia B. San Cristobal","Alexander B. Weiss, Arad B. Shaiber, Charles B. Howe, Cynthia B. Kueppers, Daniel B. Tsiddon, David B. Heron, James B. Everett, James B. McEntee, Krishna B. Balachander, Martina B. Aufiero, Santiago B. Suarez, Sasha B. Brown, Scott B. Condron, Sean B. Schickendanz, Steve B. Grenfell, Tim B. Wang, Tricia B. San Cristobal",79436007.0,10000000.0,Series A,2023-09-18,4.0,0.0,100.0,102482.0,['Data Engineer'],4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,ESTABLISHED
TALENT INC,Other,talent.com,NEW YORK,NY,10001,(917) 793-0337,2010.0,15.0,"Jeffrey S. Berger, Jonas S. Svensson",Petter S. Nylander,1500027.0,1500027.0,Pre-Seed,2014-09-24,72.0,0.0,100.0,106300.0,"['SOFTWARE DEVELOPER', 'JAVA DEVELOPER', 'SR DATA ANALYST', 'DEVOPS ENGINEER', 'FULL STACK DEVELOPER']",72.0,0.9493470601886036,1.0,1.0,0.0506529398113964,PRIORITIZE,1,1,ESTABLISHED
TANGO CARD INC,Other Technology,tangocard.com,SEATTLE,WA,98116,(206) 937-6342,2009.0,16.0,"Carrie Allegro Casanas, Carrie Casanas, Chase Scott Libbey, Chek Lim, David Leeds, G. Scott Greenburg, Nat Salvione, Shauna Allegro Barker","Chris Winship, Julie Allegro, Julie Allegro Constantin, Kevin Riegelsberger, Rob Anderson, Terry Allegro Kramer",48500000.0,10000002.0,Series A,2019-01-31,8.0,0.0,100.0,170000.0,"['SENIOR PRODUCT SECURITY ENGINEER', 'Software Development Engineer I']",8.0,0.6755843804891231,1.0,1.0,0.3244156195108769,CONSIDER,1,0,ESTABLISHED
TANGOME INC,Other Technology,tangome.com,MOUNTAIN VIEW,CA,94043,(650) 375-2625,2009.0,16.0,"Eric Setton, Uri Raz","Alejandro Zubillaga, Andreas Stavropoulos, Michael Zeisser",282500424.0,282500424.0,Series D+,2014-03-19,8.0,0.0,100.0,150360.08,['Lead Software Engineer '],8.0,0.6755843804891231,1.0,1.0,0.3244156195108769,CONSIDER,1,0,ESTABLISHED
TAPAD INC,Other Technology,tapad.com,NEW YORK,NY,10010,0,2010.0,15.0,"Are Traasdahl, Dave Fall, Jeff Driskill, Reuben Regensberger",Richard Heitzmann,15929257.0,6749994.0,Series A,2015-05-08,34.0,0.0,100.0,126270.0,"['Account Management Account Manager', 'Data Scientist']",34.0,0.8984820937803899,1.0,1.0,0.1015179062196101,PRIORITIZE,1,1,ESTABLISHED
TAPITURE INC,Other,tapiture.com,VENICE,CA,90291,(310) 310-3161,2012.0,13.0,John Ellis,"Brian Lee, John Resig, Leo Resig, Randall Kaplan",5089667.0,2750000.0,Seed,2014-10-02,4.0,0.0,100.0,112091.0,['Director - Product Management'],4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,ESTABLISHED
TAS ENERGY INC,Other Energy,tas-energy.com,HOUSTON,TX,77021-3316,(713) 877-8700,2010.0,15.0,"Doug T. Backlund, J. T. Grumski, Jack T. Kolar, James T. Schauer, Steve T. Rohr","Chris T. Wright, Craig Hurlbert, Jan L. van Dokkum, Jan T. van Dokkum, Michael T. DeRosa, Rick T. Stewart, Thomas T. Pierson",22904400.0,10000000.0,Series A,2015-02-05,18.0,0.0,100.0,125736.0,['Application Engineer'],18.0,0.8241154494176252,1.0,1.0,0.1758845505823748,PRIORITIZE,1,1,ESTABLISHED
TEACHABLE INC,Other Technology,teachable.com,NEW YORK,NY,10003,(510) 508-3851,2014.0,11.0,Ankur Nagpal,"Jeff Fagnan, Jeff Fagnon",13154658.0,4000005.0,Seed,2018-04-09,6.0,0.0,100.0,125000.0,['Software Engineer'],6.0,0.6096569663469354,1.0,1.0,0.3903430336530644,CONSIDER,1,0,ESTABLISHED
TEAMBLIND INC,Other Technology,teamblind.com,Sunnyvale,CA,94085,(408) 640-9980,2014.0,11.0,"CHANGHEE SUH, Changhee Suh, SOOYOUNG HWANG, SUNGUK MOON, Sooyoung Hwang, Sunguk Moon, YOUNGJUN JUNG","Alex Shin, CHANGHEE A SUH, Changhee A Suh, Changhee Suh, Donghyun Seo, Jeehyun Choi, Jeff Song, KYUNGMO A KIM, Kyungmo A Kim, Kyungmo Kim, SHERMAN A LI, SHIN A CHUNG, SOOYOUNG HWANG, SUNGKYUM KIM, SWUN WOO A PARK, Sherman A Li, Sherman Li, Shin A Chung, Shin Chung, Shina Chung, Sooyoung Hwang, Sungkyum Kim, Swun Woo Park, YOUNG A YUK",102270857.0,1999998.0,Pre-Seed,2025-07-07,4.0,0.0,100.0,150000.0,['Senior Product Designer'],4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,ESTABLISHED
